ID,Text,Label,Vulnerability Type,Timestamp
7035,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Unauthorized Access,2024-10-16 00:10:00
7036,Detected SQL injection attempt on website query /login.php,1,Sensitive Data Leak,2024-10-16 00:15:00
7037,Unusual traffic pattern detected on internal database server,1,ARP Spoofing,2024-10-16 00:20:00
7038,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Reconnaissance,2024-10-16 00:25:00
7039,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,SQL Injection,2024-10-16 00:30:00
7040,Malicious script execution attempt detected on /admin panel,0,None,2024-10-16 00:35:00
7041,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Malware,2024-10-16 00:40:00
7042,"Critical vulnerability found in system configuration, patch required",1,Phishing,2024-10-16 00:45:00
7043,SSL certificate expired for web service hosted on 203.0.113.20,1,Sensitive Data Leak,2024-10-16 00:50:00
7044,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Exploit,2024-10-16 00:55:00
7045,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,DDoS,2024-10-16 01:00:00
7046,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Unauthorized Access,2024-10-16 01:05:00
7047,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,SSL Vulnerability,2024-10-16 01:10:00
7048,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,0,None,2024-10-16 01:15:00
7049,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Unauthorized Access,2024-10-16 01:20:00
7050,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Insider Threat,2024-10-16 01:25:00
7051,Worm detected spreading through internal subnet 172.16.0.0/24,1,Malware,2024-10-16 01:30:00
7052,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,ARP Spoofing,2024-10-16 01:35:00
7053,"Critical vulnerability found in system configuration, patch required",1,Phishing,2024-10-16 01:40:00
7054,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,ARP Spoofing,2024-10-16 01:45:00
7055,Data leakage prevention alert triggered by outbound sensitive data,1,Malware,2024-10-16 01:50:00
7056,Internal user attempted to access restricted file server from port 22,1,DDoS,2024-10-16 01:55:00
7057,Detected SQL injection attempt on website query /login.php,1,Data Exfiltration,2024-10-16 02:00:00
7058,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,ARP Spoofing,2024-10-16 02:05:00
7059,Detected unauthorized software installation on company workstation,1,ARP Spoofing,2024-10-16 02:10:00
7060,Internal user attempted to access restricted file server from port 22,1,Brute Force,2024-10-16 02:15:00
7061,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Exploit,2024-10-16 02:20:00
7062,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Privilege Escalation,2024-10-16 02:25:00
7063,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Reconnaissance,2024-10-16 02:30:00
7064,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Insider Threat,2024-10-16 02:35:00
7065,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Insider Threat,2024-10-16 02:40:00
7066,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Unauthorized Access,2024-10-16 02:45:00
7067,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Sensitive Data Leak,2024-10-16 02:50:00
7068,Unusual traffic pattern detected on internal database server,1,ARP Spoofing,2024-10-16 02:55:00
7069,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Port Scanning,2024-10-16 03:00:00
7070,"Incoming request on port 8080, multiple failed login attempts detected",1,Exploit,2024-10-16 03:05:00
7071,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,SQL Injection,2024-10-16 03:10:00
7072,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Ransomware,2024-10-16 03:15:00
7073,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Insider Threat,2024-10-16 03:20:00
7074,SSL certificate expired for web service hosted on 203.0.113.20,1,ARP Spoofing,2024-10-16 03:25:00
7075,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Port Scanning,2024-10-16 03:30:00
7076,Malicious script execution attempt detected on /admin panel,1,ARP Spoofing,2024-10-16 03:35:00
7077,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Exploit,2024-10-16 03:40:00
7078,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,ARP Spoofing,2024-10-16 03:45:00
7079,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Reconnaissance,2024-10-16 03:50:00
7080,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Sensitive Data Leak,2024-10-16 03:55:00
7081,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Ransomware,2024-10-16 04:00:00
7082,"Incoming request on port 8080, multiple failed login attempts detected",1,Insider Threat,2024-10-16 04:05:00
7083,Email received with suspicious attachment from unknown source,1,Data Exfiltration,2024-10-16 04:10:00
7084,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Ransomware,2024-10-16 04:15:00
7085,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Port Scanning,2024-10-16 04:20:00
7086,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Insider Threat,2024-10-16 04:25:00
7087,Malicious script execution attempt detected on /admin panel,1,Exploit,2024-10-16 04:30:00
7088,Email received with suspicious attachment from unknown source,1,Reconnaissance,2024-10-16 04:35:00
7089,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Unauthorized Access,2024-10-16 04:40:00
7090,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Privilege Escalation,2024-10-16 04:45:00
7091,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,SQL Injection,2024-10-16 04:50:00
7092,Detected unauthorized software installation on company workstation,1,Worm,2024-10-16 04:55:00
7093,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Ransomware,2024-10-16 05:00:00
7094,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Malware,2024-10-16 05:05:00
7095,Unencrypted sensitive data transmission detected from port 25 to port 587,1,ARP Spoofing,2024-10-16 05:10:00
7096,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,SQL Injection,2024-10-16 05:15:00
7097,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Unauthorized Access,2024-10-16 05:20:00
7098,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,SQL Injection,2024-10-16 05:25:00
7099,Email received with suspicious attachment from unknown source,1,Unauthorized Access,2024-10-16 05:30:00
7100,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Exploit,2024-10-16 05:35:00
7101,Detected unauthorized software installation on company workstation,1,Ransomware,2024-10-16 05:40:00
7102,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Worm,2024-10-16 05:45:00
7103,SSL certificate expired for web service hosted on 203.0.113.20,1,Sensitive Data Leak,2024-10-16 05:50:00
7104,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Packet Flooding,2024-10-16 05:55:00
7105,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Worm,2024-10-16 06:00:00
7106,Worm detected spreading through internal subnet 172.16.0.0/24,1,Worm,2024-10-16 06:05:00
7107,Data leakage prevention alert triggered by outbound sensitive data,1,ARP Spoofing,2024-10-16 06:10:00
7108,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Sensitive Data Leak,2024-10-16 06:15:00
7109,"Spear phishing email received by employee, flagged for investigation",1,Worm,2024-10-16 06:20:00
7110,Unusually high bandwidth usage detected between internal servers,1,Packet Flooding,2024-10-16 06:25:00
7111,Unusually high bandwidth usage detected between internal servers,1,Data Exfiltration,2024-10-16 06:30:00
7112,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Privilege Escalation,2024-10-16 06:35:00
7113,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Privilege Escalation,2024-10-16 06:40:00
7114,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,ARP Spoofing,2024-10-16 06:45:00
7115,Unencrypted sensitive data transmission detected from port 25 to port 587,0,None,2024-10-16 06:50:00
7116,Unencrypted sensitive data transmission detected from port 25 to port 587,1,ARP Spoofing,2024-10-16 06:55:00
7117,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Malware,2024-10-16 07:00:00
7118,Unusual traffic pattern detected on internal database server,1,Data Exfiltration,2024-10-16 07:05:00
7119,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Ransomware,2024-10-16 07:10:00
7120,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Port Scanning,2024-10-16 07:15:00
7121,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,ARP Spoofing,2024-10-16 07:20:00
7122,Internal user attempted to access restricted file server from port 22,1,Phishing,2024-10-16 07:25:00
7123,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Reconnaissance,2024-10-16 07:30:00
7124,Detected SQL injection attempt on website query /login.php,1,Data Exfiltration,2024-10-16 07:35:00
7125,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Privilege Escalation,2024-10-16 07:40:00
7126,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Phishing,2024-10-16 07:45:00
7127,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Ransomware,2024-10-16 07:50:00
7128,Unusual traffic pattern detected on internal database server,1,SQL Injection,2024-10-16 07:55:00
7129,"Critical vulnerability found in system configuration, patch required",1,Worm,2024-10-16 08:00:00
7130,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",0,None,2024-10-16 08:05:00
7131,Detected SQL injection attempt on website query /login.php,1,Data Exfiltration,2024-10-16 08:10:00
7132,Detected unauthorized software installation on company workstation,1,DDoS,2024-10-16 08:15:00
7133,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Data Exfiltration,2024-10-16 08:20:00
7134,"Spear phishing email received by employee, flagged for investigation",1,Unauthorized Access,2024-10-16 08:25:00
7135,Unusual traffic pattern detected on internal database server,1,Reconnaissance,2024-10-16 08:30:00
7136,"Incoming request on port 8080, multiple failed login attempts detected",1,Port Scanning,2024-10-16 08:35:00
7137,Email received with suspicious attachment from unknown source,1,Unauthorized Access,2024-10-16 08:40:00
7138,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Brute Force,2024-10-16 08:45:00
7139,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,ARP Spoofing,2024-10-16 08:50:00
7140,Unusually high bandwidth usage detected between internal servers,1,Worm,2024-10-16 08:55:00
7141,"Incoming request on port 8080, multiple failed login attempts detected",1,ARP Spoofing,2024-10-16 09:00:00
7142,"Spear phishing email received by employee, flagged for investigation",1,Sensitive Data Leak,2024-10-16 09:05:00
7143,Data leakage prevention alert triggered by outbound sensitive data,1,Brute Force,2024-10-16 09:10:00
7144,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Port Scanning,2024-10-16 09:15:00
7145,Internal user attempted to access restricted file server from port 22,1,SSL Vulnerability,2024-10-16 09:20:00
7146,"Incoming request on port 8080, multiple failed login attempts detected",1,DDoS,2024-10-16 09:25:00
7147,Suspicious login detected at an unusual hour from 192.168.1.101,1,Privilege Escalation,2024-10-16 09:30:00
7148,Worm detected spreading through internal subnet 172.16.0.0/24,1,Phishing,2024-10-16 09:35:00
7149,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Privilege Escalation,2024-10-16 09:40:00
7150,Unusually high bandwidth usage detected between internal servers,1,Sensitive Data Leak,2024-10-16 09:45:00
7151,Detected unauthorized software installation on company workstation,1,Exploit,2024-10-16 09:50:00
7152,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Ransomware,2024-10-16 09:55:00
7153,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,0,None,2024-10-16 10:00:00
7154,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Packet Flooding,2024-10-16 10:05:00
7155,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Worm,2024-10-16 10:10:00
7156,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Brute Force,2024-10-16 10:15:00
7157,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Port Scanning,2024-10-16 10:20:00
7158,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Phishing,2024-10-16 10:25:00
7159,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Phishing,2024-10-16 10:30:00
7160,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,0,None,2024-10-16 10:35:00
7161,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Phishing,2024-10-16 10:40:00
7162,Data leakage prevention alert triggered by outbound sensitive data,1,SSL Vulnerability,2024-10-16 10:45:00
7163,Data leakage prevention alert triggered by outbound sensitive data,1,Packet Flooding,2024-10-16 10:50:00
7164,Internal user attempted to access restricted file server from port 22,1,Phishing,2024-10-16 10:55:00
7165,Detected SQL injection attempt on website query /login.php,1,Reconnaissance,2024-10-16 11:00:00
7166,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,SQL Injection,2024-10-16 11:05:00
7167,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Phishing,2024-10-16 11:10:00
7168,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Unauthorized Access,2024-10-16 11:15:00
7169,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Privilege Escalation,2024-10-16 11:20:00
7170,"Incoming request on port 8080, multiple failed login attempts detected",1,Privilege Escalation,2024-10-16 11:25:00
7171,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Data Exfiltration,2024-10-16 11:30:00
7172,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,DDoS,2024-10-16 11:35:00
7173,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Sensitive Data Leak,2024-10-16 11:40:00
7174,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Malware,2024-10-16 11:45:00
7175,Unusually high bandwidth usage detected between internal servers,1,Reconnaissance,2024-10-16 11:50:00
7176,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Packet Flooding,2024-10-16 11:55:00
7177,Unusually high bandwidth usage detected between internal servers,1,Unauthorized Access,2024-10-16 12:00:00
7178,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Data Exfiltration,2024-10-16 12:05:00
7179,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Exploit,2024-10-16 12:10:00
7180,Internal user attempted to access restricted file server from port 22,1,Ransomware,2024-10-16 12:15:00
7181,Unusually high bandwidth usage detected between internal servers,1,Exploit,2024-10-16 12:20:00
7182,Detected unauthorized software installation on company workstation,1,Sensitive Data Leak,2024-10-16 12:25:00
7183,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Brute Force,2024-10-16 12:30:00
7184,Malicious script execution attempt detected on /admin panel,1,Ransomware,2024-10-16 12:35:00
7185,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-10-16 12:40:00
7186,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Ransomware,2024-10-16 12:45:00
7187,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Reconnaissance,2024-10-16 12:50:00
7188,Exploit attempt detected using outdated library version on web service,0,None,2024-10-16 12:55:00
7189,Exploit attempt detected using outdated library version on web service,1,Sensitive Data Leak,2024-10-16 13:00:00
7190,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Privilege Escalation,2024-10-16 13:05:00
7191,Malicious script execution attempt detected on /admin panel,1,Reconnaissance,2024-10-16 13:10:00
7192,Internal user attempted to access restricted file server from port 22,1,DDoS,2024-10-16 13:15:00
7193,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Data Exfiltration,2024-10-16 13:20:00
7194,"Critical vulnerability found in system configuration, patch required",1,Reconnaissance,2024-10-16 13:25:00
7195,Unusually high bandwidth usage detected between internal servers,1,Data Exfiltration,2024-10-16 13:30:00
7196,Detected unauthorized software installation on company workstation,0,None,2024-10-16 13:35:00
7197,Exploit attempt detected using outdated library version on web service,1,Brute Force,2024-10-16 13:40:00
7198,Malicious script execution attempt detected on /admin panel,1,Port Scanning,2024-10-16 13:45:00
7199,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Phishing,2024-10-16 13:50:00
7200,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-10-16 13:55:00
7201,Internal user attempted to access restricted file server from port 22,1,Brute Force,2024-10-16 14:00:00
7202,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Unauthorized Access,2024-10-16 14:05:00
7203,Unusual traffic pattern detected on internal database server,1,Packet Flooding,2024-10-16 14:10:00
7204,Data leakage prevention alert triggered by outbound sensitive data,0,None,2024-10-16 14:15:00
7205,Detected unauthorized software installation on company workstation,1,ARP Spoofing,2024-10-16 14:20:00
7206,Worm detected spreading through internal subnet 172.16.0.0/24,1,Exploit,2024-10-16 14:25:00
7207,Internal user attempted to access restricted file server from port 22,1,ARP Spoofing,2024-10-16 14:30:00
7208,Unusual traffic pattern detected on internal database server,1,Worm,2024-10-16 14:35:00
7209,Malicious script execution attempt detected on /admin panel,1,Worm,2024-10-16 14:40:00
7210,Unusually high bandwidth usage detected between internal servers,1,SSL Vulnerability,2024-10-16 14:45:00
7211,Data leakage prevention alert triggered by outbound sensitive data,1,Worm,2024-10-16 14:50:00
7212,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Privilege Escalation,2024-10-16 14:55:00
7213,Unusual traffic pattern detected on internal database server,1,Phishing,2024-10-16 15:00:00
7214,Internal user attempted to access restricted file server from port 22,1,Ransomware,2024-10-16 15:05:00
7215,SSL certificate expired for web service hosted on 203.0.113.20,1,Phishing,2024-10-16 15:10:00
7216,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Port Scanning,2024-10-16 15:15:00
7217,Suspicious login detected at an unusual hour from 192.168.1.101,1,Sensitive Data Leak,2024-10-16 15:20:00
7218,Internal user attempted to access restricted file server from port 22,1,Privilege Escalation,2024-10-16 15:25:00
7219,Email received with suspicious attachment from unknown source,1,Phishing,2024-10-16 15:30:00
7220,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Packet Flooding,2024-10-16 15:35:00
7221,"Spear phishing email received by employee, flagged for investigation",1,Brute Force,2024-10-16 15:40:00
7222,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,SQL Injection,2024-10-16 15:45:00
7223,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Exploit,2024-10-16 15:50:00
7224,SSL certificate expired for web service hosted on 203.0.113.20,1,Sensitive Data Leak,2024-10-16 15:55:00
7225,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Port Scanning,2024-10-16 16:00:00
7226,"Incoming request on port 8080, multiple failed login attempts detected",1,Privilege Escalation,2024-10-16 16:05:00
7227,Detected unauthorized software installation on company workstation,1,Brute Force,2024-10-16 16:10:00
7228,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SSL Vulnerability,2024-10-16 16:15:00
7229,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Packet Flooding,2024-10-16 16:20:00
7230,Unusually high bandwidth usage detected between internal servers,1,Phishing,2024-10-16 16:25:00
7231,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Phishing,2024-10-16 16:30:00
7232,Data leakage prevention alert triggered by outbound sensitive data,1,Data Exfiltration,2024-10-16 16:35:00
7233,Internal user attempted to access restricted file server from port 22,0,None,2024-10-16 16:40:00
7234,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-10-16 16:45:00
7235,Suspicious login detected at an unusual hour from 192.168.1.101,0,None,2024-10-16 16:50:00
7236,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Sensitive Data Leak,2024-10-16 16:55:00
7237,Unusual traffic pattern detected on internal database server,1,Port Scanning,2024-10-16 17:00:00
7238,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,DDoS,2024-10-16 17:05:00
7239,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Brute Force,2024-10-16 17:10:00
7240,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Data Exfiltration,2024-10-16 17:15:00
7241,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Unauthorized Access,2024-10-16 17:20:00
7242,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Packet Flooding,2024-10-16 17:25:00
7243,Unusual traffic pattern detected on internal database server,1,SSL Vulnerability,2024-10-16 17:30:00
7244,Detected SQL injection attempt on website query /login.php,1,Malware,2024-10-16 17:35:00
7245,Malicious script execution attempt detected on /admin panel,1,Reconnaissance,2024-10-16 17:40:00
7246,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Data Exfiltration,2024-10-16 17:45:00
7247,Email received with suspicious attachment from unknown source,1,Sensitive Data Leak,2024-10-16 17:50:00
7248,Email received with suspicious attachment from unknown source,1,DDoS,2024-10-16 17:55:00
7249,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Reconnaissance,2024-10-16 18:00:00
7250,Email received with suspicious attachment from unknown source,1,Packet Flooding,2024-10-16 18:05:00
7251,Malicious script execution attempt detected on /admin panel,1,Packet Flooding,2024-10-16 18:10:00
7252,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Exploit,2024-10-16 18:15:00
7253,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Port Scanning,2024-10-16 18:20:00
7254,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Insider Threat,2024-10-16 18:25:00
7255,"Critical vulnerability found in system configuration, patch required",1,Reconnaissance,2024-10-16 18:30:00
7256,Detected SQL injection attempt on website query /login.php,1,Phishing,2024-10-16 18:35:00
7257,Unencrypted sensitive data transmission detected from port 25 to port 587,0,None,2024-10-16 18:40:00
7258,"Incoming request on port 8080, multiple failed login attempts detected",1,ARP Spoofing,2024-10-16 18:45:00
7259,Exploit attempt detected using outdated library version on web service,1,Port Scanning,2024-10-16 18:50:00
7260,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Brute Force,2024-10-16 18:55:00
7261,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,SQL Injection,2024-10-16 19:00:00
7262,Unusual traffic pattern detected on internal database server,1,Malware,2024-10-16 19:05:00
7263,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Malware,2024-10-16 19:10:00
7264,Data leakage prevention alert triggered by outbound sensitive data,1,DDoS,2024-10-16 19:15:00
7265,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Packet Flooding,2024-10-16 19:20:00
7266,SSL certificate expired for web service hosted on 203.0.113.20,1,Privilege Escalation,2024-10-16 19:25:00
7267,Worm detected spreading through internal subnet 172.16.0.0/24,1,Worm,2024-10-16 19:30:00
7268,Suspicious login detected at an unusual hour from 192.168.1.101,1,Exploit,2024-10-16 19:35:00
7269,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Unauthorized Access,2024-10-16 19:40:00
7270,Exploit attempt detected using outdated library version on web service,1,Sensitive Data Leak,2024-10-16 19:45:00
7271,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Phishing,2024-10-16 19:50:00
7272,Data leakage prevention alert triggered by outbound sensitive data,1,Privilege Escalation,2024-10-16 19:55:00
7273,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Unauthorized Access,2024-10-16 20:00:00
7274,Unusual traffic pattern detected on internal database server,1,Port Scanning,2024-10-16 20:05:00
7275,"Incoming request on port 8080, multiple failed login attempts detected",1,Sensitive Data Leak,2024-10-16 20:10:00
7276,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,ARP Spoofing,2024-10-16 20:15:00
7277,Exploit attempt detected using outdated library version on web service,1,Port Scanning,2024-10-16 20:20:00
7278,"Critical vulnerability found in system configuration, patch required",1,Packet Flooding,2024-10-16 20:25:00
7279,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Packet Flooding,2024-10-16 20:30:00
7280,Worm detected spreading through internal subnet 172.16.0.0/24,1,Insider Threat,2024-10-16 20:35:00
7281,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Reconnaissance,2024-10-16 20:40:00
7282,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Reconnaissance,2024-10-16 20:45:00
7283,Internal user attempted to access restricted file server from port 22,0,None,2024-10-16 20:50:00
7284,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Insider Threat,2024-10-16 20:55:00
7285,Email received with suspicious attachment from unknown source,1,Phishing,2024-10-16 21:00:00
7286,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,SQL Injection,2024-10-16 21:05:00
7287,Unusually high bandwidth usage detected between internal servers,1,Unauthorized Access,2024-10-16 21:10:00
7288,"Critical vulnerability found in system configuration, patch required",1,Exploit,2024-10-16 21:15:00
7289,Detected SQL injection attempt on website query /login.php,1,Phishing,2024-10-16 21:20:00
7290,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Unauthorized Access,2024-10-16 21:25:00
7291,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Reconnaissance,2024-10-16 21:30:00
7292,Worm detected spreading through internal subnet 172.16.0.0/24,1,Reconnaissance,2024-10-16 21:35:00
7293,Data leakage prevention alert triggered by outbound sensitive data,1,Unauthorized Access,2024-10-16 21:40:00
7294,Unusually high bandwidth usage detected between internal servers,0,None,2024-10-16 21:45:00
7295,Internal user attempted to access restricted file server from port 22,1,Unauthorized Access,2024-10-16 21:50:00
7296,Exploit attempt detected using outdated library version on web service,1,SSL Vulnerability,2024-10-16 21:55:00
7297,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,0,None,2024-10-16 22:00:00
7298,Malicious script execution attempt detected on /admin panel,1,DDoS,2024-10-16 22:05:00
7299,Exploit attempt detected using outdated library version on web service,0,None,2024-10-16 22:10:00
7300,"Incoming request on port 8080, multiple failed login attempts detected",1,Packet Flooding,2024-10-16 22:15:00
7301,Unusual traffic pattern detected on internal database server,1,Unauthorized Access,2024-10-16 22:20:00
7302,Detected SQL injection attempt on website query /login.php,1,Port Scanning,2024-10-16 22:25:00
7303,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,SQL Injection,2024-10-16 22:30:00
7304,Email received with suspicious attachment from unknown source,1,Exploit,2024-10-16 22:35:00
7305,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,SSL Vulnerability,2024-10-16 22:40:00
7306,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Exploit,2024-10-16 22:45:00
7307,"Incoming request on port 8080, multiple failed login attempts detected",1,Exploit,2024-10-16 22:50:00
7308,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Sensitive Data Leak,2024-10-16 22:55:00
7309,Suspicious login detected at an unusual hour from 192.168.1.101,1,SQL Injection,2024-10-16 23:00:00
7310,Unusual traffic pattern detected on internal database server,1,Port Scanning,2024-10-16 23:05:00
7311,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Port Scanning,2024-10-16 23:10:00
7312,Detected SQL injection attempt on website query /login.php,1,DDoS,2024-10-16 23:15:00
7313,SSL certificate expired for web service hosted on 203.0.113.20,1,Unauthorized Access,2024-10-16 23:20:00
